상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,행정동코드,법정동코드,지번주소,도로명주소,신우편번호,경도,위도
대화,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 283-48,제주특별자치도 제주시 신대로14길 31,63123,126.4930952,33.48767027
포동정식,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 302-11,제주특별자치도 제주시 문송길 18,63122,126.4971745,33.48821567
솔바람파도소리,숙박,캠프/별장/펜션,캠프/별장/펜션,기타 관광숙박시설 운영업,제주특별자치도,서귀포시,남원읍,남원읍,5013025300,5013025327,제주특별자치도 서귀포시 남원읍 위미리 72-7,제주특별자치도 서귀포시 남원읍 태위로398번길 45,63610,126.6905573,33.27134493
신아수산,소매,음/식료품소매,어물상,수산물 소매업,제주특별자치도,제주시,건입동,건입동,5011059000,5011010700,제주특별자치도 제주시 건입동 1448,제주특별자치도 제주시 임항로 37,63276,126.52868,33.51678596
뽕끄랑,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,천지동,서홍동,5013054000,5013010600,제주특별자치도 서귀포시 서홍동 644-10,제주특별자치도 서귀포시 남성로138번길 1,63594,126.5551618,33.24300411
꿈의바다모텔,숙박,모텔/여관/여인숙,모텔/여관/여인숙,여관업,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025326,제주특별자치도 제주시 애월읍 신엄리 993-10,제주특별자치도 제주시 애월읍 신엄9길 65-11,63047,126.3659148,33.47691662
신속풀이2호,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,일도2동,일도이동,5011052000,5011010200,제주특별자치도 제주시 일도이동 991-21,제주특별자치도 제주시 신산로1길 26,63265,126.5345346,33.51299664
제주도샤론의집,숙박,캠프/별장/펜션,캠프/별장/펜션,기타 관광숙박시설 운영업,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025925,제주특별자치도 서귀포시 성산읍 수산리 3988-9,제주특별자치도 서귀포시 성산읍 금백조로131번길 177-1,63631,126.844177,33.4305918
부자,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,용담1동,용담일동,5011057000,5011010800,제주특별자치도 제주시 용담일동 2825-8,제주특별자치도 제주시 서광로5길 9,63184,126.5142044,33.50097994
파도,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025924,제주특별자치도 제주시 조천읍 함덕리 1002-45,제주특별자치도 제주시 조천읍 신북로 546,63333,126.6680831,33.54102043
대춘식당,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1141-7,제주특별자치도 제주시 광양13길 32-12,63212,126.5338135,33.49959073
보완,소매,음/식료품소매,청과물소매,과실 및 채소 소매업,제주특별자치도,서귀포시,표선면,표선면,5013032000,5013032025,제주특별자치도 서귀포시 표선면 세화리 1768-11,제주특별자치도 서귀포시 표선면 세화강왓로 37-6,63625,126.7913613,33.32309208
럭키장,숙박,모텔/여관/여인숙,모텔/여관/여인숙,여관업,제주특별자치도,제주시,삼도1동,삼도일동,5011055000,5011010500,제주특별자치도 제주시 삼도일동 518-5,제주특별자치도 제주시 서광로 189,63183,126.5167034,33.50020749
오일장어머니식당,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,동홍동,동홍동,5013057000,5013010500,제주특별자치도 서귀포시 동홍동 774-3,제주특별자치도 서귀포시 토평서로11번길 150,63579,126.5733529,33.26651183
부전식당,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025921,제주특별자치도 서귀포시 성산읍 성산리 178-4,제주특별자치도 서귀포시 성산읍 성산중앙로 36,63643,126.9333138,33.4628846
몬떼뷰스테이펜션,숙박,캠프/별장/펜션,캠프/별장/펜션,기타 관광숙박시설 운영업,제주특별자치도,서귀포시,안덕면,안덕면,5013031000,5013031025,제주특별자치도 서귀포시 안덕면 사계리 2277-2,제주특별자치도 서귀포시 안덕면 사계남로 75-9,63528,126.2988561,33.22807796
이종,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1083-11,제주특별자치도 제주시 오복2길 35-1,63223,126.5373656,33.49314137
백록원,소매,음/식료품소매,청과물소매,과실 및 채소 소매업,제주특별자치도,서귀포시,대륜동,호근동,5013059000,5013010400,제주특별자치도 서귀포시 호근동 569-2,제주특별자치도 서귀포시 일주동로 8941,63571,126.5360704,33.25028224
펜션블루힐하우스,숙박,캠프/별장/펜션,캠프/별장/펜션,기타 관광숙박시설 운영업,제주특별자치도,서귀포시,예래동,색달동,5013062000,5013011900,제주특별자치도 서귀포시 색달동 2281-1,제주특별자치도 서귀포시 중문관광로 10,63534,126.4148087,33.25724344
삼정식당,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,중문동,중문동,5013061000,5013011200,제주특별자치도 서귀포시 중문동 2073-11,제주특별자치도 서귀포시 중문로 26,63545,126.4244303,33.25389462
제원축산,소매,음/식료품소매,육류소매,육류 소매업,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 252-57,제주특별자치도 제주시 연동1길 31,63131,126.4867774,33.48716052
왕호랑이막창,음식,한식,곱창/양구이전문,한식 음식점업,제주특별자치도,서귀포시,동홍동,동홍동,5013057000,5013010500,제주특별자치도 서귀포시 동홍동 413-2,제주특별자치도 서귀포시 동홍남로 52,63587,126.5738548,33.25676213
대박왕갈비,음식,한식,갈비/삼겹살,한식 음식점업,제주특별자치도,제주시,일도2동,일도이동,5011052000,5011010200,제주특별자치도 제주시 일도이동 325,제주특별자치도 제주시 고마로9길 26,63253,126.5418051,33.51073835
돌하르방옥돔상회,소매,음/식료품소매,건어물상,수산물 소매업,제주특별자치도,제주시,일도1동,일도일동,5011051000,5011010100,제주특별자치도 제주시 일도일동 1097-5,제주특별자치도 제주시 성지로 37,63264,126.5275025,33.51068636
자리왓,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,외도동,외도일동,5011067000,5011012300,제주특별자치도 제주시 외도일동 533-13,제주특별자치도 제주시 조공포길 36,63070,126.4341626,33.4889861
강해일횟집,음식,일식/수산물,횟집,한식 음식점업,제주특별자치도,서귀포시,표선면,표선면,5013032000,5013032021,제주특별자치도 서귀포시 표선면 표선리 40-31,제주특별자치도 서귀포시 표선면 표선당포로 14,63629,126.8444902,33.3256624
봉봉,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,이도2동,도남동,5011054000,5011012900,제주특별자치도 제주시 도남동 923-13,제주특별자치도 제주시 신성로 91,63200,126.5289927,33.49639611
제주캠핑바람이머무는곳,숙박,캠프/별장/펜션,캠프/별장/펜션,기타 관광숙박시설 운영업,제주특별자치도,서귀포시,송산동,보목동,5013051000,5013011000,제주특별자치도 서귀포시 보목동 526,제주특별자치도 서귀포시 보목포로65번길 6,63599,126.6082606,33.24047201
한농원닭직매장,소매,음/식료품소매,닭집,육류 소매업,제주특별자치도,제주시,일도1동,일도일동,5011051000,5011010100,제주특별자치도 제주시 일도일동 1483,제주특별자치도 제주시 동문로2길 15,63264,126.526676,33.51182153
마음꽃하우스펜션,숙박,캠프/별장/펜션,캠프/별장/펜션,기타 관광숙박시설 운영업,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025031,제주특별자치도 제주시 한림읍 협재리 1832-3,제주특별자치도 제주시 한림읍 협재8길 26,63011,126.2451108,33.39534395
구구매니아불닭일도점,음식,닭/오리요리,불닭전문,한식 음식점업,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 438,제주특별자치도 제주시 남광로 65,63226,126.5421252,33.49614562
쉴띠펜션,숙박,캠프/별장/펜션,캠프/별장/펜션,기타 관광숙박시설 운영업,제주특별자치도,서귀포시,안덕면,안덕면,5013031000,5013031024,제주특별자치도 서귀포시 안덕면 상창리 646-2,제주특별자치도 서귀포시 안덕면 한창로 104,63526,126.3654457,33.27278761
부농,소매,음/식료품소매,청과물소매,과실 및 채소 소매업,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025924,제주특별자치도 제주시 조천읍 함덕리 430-2,제주특별자치도 제주시 조천읍 함선로 143-12,63334,126.6746165,33.51645004
에덴힐스펜션,숙박,캠프/별장/펜션,캠프/별장/펜션,기타 관광숙박시설 운영업,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025328,제주특별자치도 제주시 애월읍 소길리 799-5,제주특별자치도 제주시 애월읍 장소로 215,63037,126.3799625,33.43367318
동명펜션,숙박,캠프/별장/펜션,캠프/별장/펜션,기타 관광숙박시설 운영업,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025026,제주특별자치도 제주시 한림읍 동명리 1250-1,제주특별자치도 제주시 한림읍 동명7길 51,63014,126.2689327,33.3967244
제주흑돼지진가,음식,한식,갈비/삼겹살,한식 음식점업,제주특별자치도,서귀포시,대천동,강정동,5013060000,5013011600,제주특별자치도 서귀포시 강정동 2628-3,제주특별자치도 서귀포시 이어도로 687,63564,126.4892949,33.23475618
행복나무펜션,숙박,캠프/별장/펜션,캠프/별장/펜션,기타 관광숙박시설 운영업,제주특별자치도,서귀포시,남원읍,남원읍,5013025300,5013025329,제주특별자치도 서귀포시 남원읍 신례리 357-3,제주특별자치도 서귀포시 남원읍 신례로 95,63612,126.6390721,33.27462387
채송화민박,숙박,캠프/별장/펜션,캠프/별장/펜션,기타 관광숙박시설 운영업,제주특별자치도,제주시,한경면,한경면,5011031000,5011031024,제주특별자치도 제주시 한경면 판포리 2908-1,제주특별자치도 제주시 한경면 판포1길 21,63003,126.1971784,33.36503243
고성이리웰빙,소매,음/식료품소매,청과물소매,과실 및 채소 소매업,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025329,제주특별자치도 제주시 애월읍 고성리 133,제주특별자치도 제주시 애월읍 고성남길 17,63065,126.4256309,33.43539736
제주베스트힐펜션,숙박,캠프/별장/펜션,캠프/별장/펜션,기타 관광숙박시설 운영업,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025929,제주특별자치도 제주시 조천읍 교래리 786-30,제주특별자치도 제주시 조천읍 남조로 2109-36,63345,126.6577693,33.45382415
놀부부대찌개철판구이,음식,한식,부대찌개/섞어찌개,한식 음식점업,제주특별자치도,제주시,화북동,화북이동,5011060000,5011011200,제주특별자치도 제주시 화북이동 827-1,제주특별자치도 제주시 동화로 74,63300,126.5724541,33.51354765
금모래해변,숙박,캠프/별장/펜션,캠프/별장/펜션,기타 관광숙박시설 운영업,제주특별자치도,서귀포시,안덕면,안덕면,5013031000,5013031021,제주특별자치도 서귀포시 안덕면 화순리 854-7,제주특별자치도 서귀포시 안덕면 화순중앙로124번길 26,63530,126.3327214,33.24169951
하효소머리국밥,음식,한식,해장국/감자탕,한식 음식점업,제주특별자치도,서귀포시,효돈동,하효동,5013055000,5013010800,제주특별자치도 서귀포시 하효동 142-2,제주특별자치도 서귀포시 효돈로 174,63606,126.6173181,33.2635193
